City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,aswan,24.0934,32.907,18.590000000000032,20,61,4.54,EG,2023-02-04 16:08:00
277,tuktoyaktuk,69.4541,-133.0374,-38.65999999999997,100,27,0.81,CA,2023-02-04 16:08:00
278,naze,28.3667,129.4833,13.260000000000048,67,100,4.9,JP,2023-02-04 16:07:01
279,teguise,29.0605,-13.564,16.120000000000005,42,40,1.54,ES,2023-02-04 16:08:01
280,ashqelon,31.6693,34.5715,12.939999999999998,67,20,5.29,IL,2023-02-04 16:08:01
281,lingao,19.9103,109.6859,20.610000000000014,92,98,5.83,CN,2023-02-04 16:08:02
282,posevnaya,54.3006,83.3297,-17.409999999999968,97,78,2.28,RU,2023-02-04 16:08:03
283,zhigansk,66.7697,123.3711,-41.39999999999998,96,49,5.56,RU,2023-02-04 16:08:07
284,vao,-22.6667,167.4833,26.350000000000023,85,13,8.47,NC,2023-02-04 16:08:08
285,the valley,18.217,-63.0578,27.920000000000016,69,40,8.23,AI,2023-02-04 16:05:52
286,khandyga,62.6667,135.6,-41.98999999999998,99,89,0.79,RU,2023-02-04 16:08:12
287,kyra,49.5776,111.9753,-17.609999999999985,92,78,2.28,RU,2023-02-04 16:08:14
288,buzdyak,54.5833,54.55,-13.909999999999968,92,100,0.96,RU,2023-02-04 16:08:16
289,karasjok,69.4719,25.5112,-5.529999999999973,90,97,4.75,NO,2023-02-04 16:08:17
290,hosanagara,13.9167,75.0667,22.100000000000023,57,0,0.82,IN,2023-02-04 16:08:19
291,trinidad,-14.8333,-64.9,22.420000000000016,97,100,2.13,BO,2023-02-04 16:08:20
292,lubango,-14.9172,13.4925,20.720000000000027,65,99,1.81,AO,2023-02-04 16:08:21
293,santa rosalia,27.3167,-112.2833,17.710000000000036,33,1,1.19,MX,2023-02-04 16:08:23
294,maumere,-8.6199,122.2111,26.010000000000048,85,100,3.5,ID,2023-02-04 16:08:23
295,okhotsk,59.3833,143.3,-26.379999999999967,83,43,4.54,RU,2023-02-04 16:08:20
296,coolum beach,-26.5333,153.1,23.52000000000004,92,97,2.55,AU,2023-02-04 16:08:28
297,san juan del sur,11.2529,-85.8705,26.25,69,37,12.87,NI,2023-02-04 16:08:30
298,joensuu,62.6012,29.7632,-12.72999999999996,92,0,2.57,FI,2023-02-04 16:08:31
299,yenagoa,4.9247,6.2642,32.46000000000004,51,93,4.55,NG,2023-02-04 16:08:31
300,boyolangu,-8.1181,111.8935,24.400000000000038,83,100,0.92,ID,2023-02-04 16:08:32
301,butajira,8.1167,38.3667,18.980000000000015,28,82,4.81,ET,2023-02-04 16:08:32
302,filadelfia,39.9523,-75.1638,-4.879999999999996,42,40,1.79,US,2023-02-04 16:06:29
303,meridian,43.6121,-116.3915,-1.5600000000000025,91,0,1.34,US,2023-02-04 16:08:33
304,sumbawanga,-7.9667,31.6167,16.700000000000045,90,62,1.41,TZ,2023-02-04 16:08:33
305,atagay,55.1033,99.3875,-16.069999999999993,100,100,0.44,RU,2023-02-04 16:08:34
306,gimli,50.6336,-96.9907,-15.989999999999952,78,100,1.54,CA,2023-02-04 16:05:17
307,soubre,5.7856,-6.6083,35.120000000000005,35,43,1.33,CI,2023-02-04 16:08:34
308,necochea,-38.5473,-58.7368,23.110000000000014,44,0,4.71,AR,2023-02-04 16:07:24
309,airai,-8.9266,125.4092,15.920000000000016,94,100,0.98,TL,2023-02-04 16:08:19
310,havre-saint-pierre,50.2334,-63.5986,-17.799999999999983,60,100,12.35,CA,2023-02-04 16:08:35
311,vangaindrano,-23.35,47.6,23.80000000000001,91,100,3.76,MG,2023-02-04 16:08:35
312,linqiong,30.4159,103.4609,13.07000000000005,64,100,0.69,CN,2023-02-04 16:08:36
313,srednekolymsk,67.45,153.6833,-31.92999999999998,99,100,2.24,RU,2023-02-04 16:08:36
314,felanitx,39.4696,3.1483,17.29000000000002,54,0,2.87,ES,2023-02-04 16:08:37
315,san jose,37.3394,-121.895,11.510000000000048,91,75,2.06,US,2023-02-04 16:06:00
316,ambanja,-13.6833,48.45,25.46000000000004,90,96,0.69,MG,2023-02-04 16:08:38
317,portland,45.5234,-122.6762,9.230000000000018,90,100,3.6,US,2023-02-04 16:03:45
318,dibulla,11.2725,-73.3091,28.56,63,40,4.03,CO,2023-02-04 16:08:38
319,quixeramobim,-5.1992,-39.2928,35.39000000000004,27,62,4.07,BR,2023-02-04 16:07:45
320,veraval,20.9,70.3667,21.81,64,11,3.05,IN,2023-02-04 16:08:39
321,touros,-5.1989,-35.4608,30.5,60,100,6.57,BR,2023-02-04 16:06:37
322,acari,-15.4311,-74.6158,27.75,67,100,3.57,PE,2023-02-04 16:08:40
323,kodinsk,58.6881,99.1844,-19.079999999999984,100,96,1.12,RU,2023-02-04 16:08:01
324,poum,-20.2333,164.0167,27.450000000000045,79,99,3.8,NC,2023-02-04 16:07:49
325,mujiayingzi,42.1167,118.7833,-5.939999999999998,37,42,3.42,CN,2023-02-04 16:08:40
326,petropavlovsk-kamchatskiy,53.0452,158.6483,-15.67999999999995,71,98,3.57,RU,2023-02-04 16:08:41
327,moa,20.6569,-74.9403,27.410000000000025,63,3,3.84,CU,2023-02-04 16:08:41
328,petaluma,38.2324,-122.6367,11.210000000000036,95,100,2.06,US,2023-02-04 16:00:14
329,anori,-3.7728,-61.6442,23.44,97,100,1.05,BR,2023-02-04 16:08:42
330,husavik,66.0449,-17.3389,-2.0600000000000023,68,0,6.73,IS,2023-02-04 16:08:42
331,zvishavane,-20.3267,30.0665,25.650000000000038,59,95,5.52,ZW,2023-02-04 16:08:43
332,weinan,34.5036,109.5089,4.25,42,43,1.06,CN,2023-02-04 16:06:28
333,aykhal,66.0,111.5,-35.12999999999997,100,100,1.27,RU,2023-02-04 16:08:18
334,ordu,40.9086,37.6845,-0.7199999999999704,90,100,0.35,TR,2023-02-04 16:08:43
335,rudbar,30.15,62.6,18.30000000000001,29,0,4.27,AF,2023-02-04 16:08:44
336,tadepallegudem,16.8333,81.5,23.19,78,0,1.88,IN,2023-02-04 16:08:44
337,goderich,43.7501,-81.7165,-8.379999999999995,73,99,11.94,CA,2023-02-04 16:08:45
338,port elizabeth,-33.918,25.5701,27.28000000000003,87,20,10.29,ZA,2023-02-04 16:07:15
339,almaznyy,48.0448,40.045,-2.659999999999968,90,93,2.7,RU,2023-02-04 16:08:45
340,fortuna,40.5982,-124.1573,10.550000000000011,70,0,8.23,US,2023-02-04 16:07:31
341,lagoa,39.05,-27.9833,15.210000000000036,83,5,6.89,PT,2023-02-04 16:07:41
342,aleksandrov gay,50.147,48.5704,-7.1200000000000045,97,95,1.91,RU,2023-02-04 16:08:46
343,progreso,21.2833,-89.6667,22.06,74,45,7.17,MX,2023-02-04 16:00:42
344,carhuamayo,-10.9167,-76.0333,6.5,76,100,3.32,PE,2023-02-04 16:08:47
345,ishigaki,24.3448,124.1572,20.53000000000003,75,99,7.35,JP,2023-02-04 16:08:47
346,camana,-16.6228,-72.7111,26.230000000000015,71,81,3.14,PE,2023-02-04 16:08:48
347,zaraza,9.3503,-65.3245,29.55000000000001,51,79,2.37,VE,2023-02-04 16:08:48
348,upernavik,72.7868,-56.1549,-21.899999999999977,97,100,4.56,GL,2023-02-04 16:07:27
349,show low,34.2542,-110.0298,7.230000000000018,39,0,0.0,US,2023-02-04 16:08:49
350,vanimo,-2.6741,141.3028,25.450000000000045,86,100,0.84,PG,2023-02-04 16:08:49
351,kieta,-6.2167,155.6333,25.49000000000001,89,98,2.68,PG,2023-02-04 16:08:23
352,chuguyevka,44.1653,133.8633,-19.30999999999997,98,65,1.89,RU,2023-02-04 16:08:50
353,padang,-0.9492,100.3543,26.03000000000003,84,100,1.17,ID,2023-02-04 16:07:35
354,maputo,-25.9653,32.5892,27.82000000000005,69,20,7.72,MZ,2023-02-04 16:08:51
355,wheeling,42.1392,-87.929,-2.589999999999975,60,0,8.23,US,2023-02-04 16:07:31
356,oranjemund,-28.55,16.4333,19.970000000000027,79,5,6.48,,2023-02-04 16:08:51
357,gua musang,4.8823,101.9644,21.660000000000025,98,66,0.74,MY,2023-02-04 16:08:52
358,nevelsk,46.6733,141.8633,-12.949999999999989,87,95,1.25,RU,2023-02-04 16:08:52
359,taoudenni,22.6783,-3.9836,20.96000000000004,21,100,7.34,ML,2023-02-04 16:05:56
360,margherita,27.2833,95.6833,16.54000000000002,59,48,1.79,IN,2023-02-04 16:08:53
361,bubaque,11.2833,-15.8333,25.730000000000015,50,41,4.02,GW,2023-02-04 16:08:53
362,yerofey pavlovich,53.9667,121.9667,-23.80999999999997,97,100,0.97,RU,2023-02-04 16:08:53
363,sidhi,24.4167,81.8833,17.090000000000032,34,0,1.33,IN,2023-02-04 16:08:54
364,jammalamadugu,14.8333,78.4,26.02000000000004,51,0,3.74,IN,2023-02-04 16:08:54
365,elizabeth city,36.2946,-76.2511,-0.5499999999999545,44,0,3.6,US,2023-02-04 16:07:11
366,bose,45.4612,8.0137,18.77000000000004,51,3,0.89,IT,2023-02-04 16:08:55
367,leningradskiy,69.3833,178.4167,-32.00999999999999,97,99,1.83,RU,2023-02-04 16:07:13
368,kralendijk,12.15,-68.2667,25.890000000000043,77,6,8.85,BQ,2023-02-04 16:08:55
369,miajadas,39.1513,-5.9084,15.83000000000004,51,0,1.48,ES,2023-02-04 16:08:56
370,lavrentiya,65.5833,-171.0,-26.409999999999968,94,76,3.19,RU,2023-02-04 16:07:38
371,tessalit,20.1986,1.0114,24.05000000000001,8,16,6.08,ML,2023-02-04 16:08:56
372,san cristobal,7.7669,-72.225,24.100000000000023,43,75,3.5,VE,2023-02-04 16:08:01
373,caravelas,-17.7125,-39.2481,31.620000000000005,53,4,5.63,BR,2023-02-04 16:08:57
374,manakara,-22.1333,48.0167,24.180000000000007,89,81,4.52,MG,2023-02-04 16:08:57
375,solotcha,54.7917,39.8442,-2.6200000000000045,98,99,2.15,RU,2023-02-04 16:08:58
376,ponta delgada,37.7333,-25.6667,17.400000000000034,77,40,5.66,PT,2023-02-04 16:08:47
377,challapata,-18.9,-66.7667,6.110000000000014,91,100,0.37,BO,2023-02-04 16:08:58
378,san blas,21.5167,-105.2667,27.94,38,78,1.67,MX,2023-02-04 16:08:59
379,codrington,-38.2667,141.9667,14.79000000000002,79,100,4.0,AU,2023-02-04 16:07:08
380,faanui,-16.4833,-151.75,27.25,73,97,6.09,PF,2023-02-04 16:07:43
381,meulaboh,4.1363,96.1285,23.870000000000005,83,100,1.82,ID,2023-02-04 16:08:59
382,togur,58.3631,82.8265,-18.029999999999973,100,78,1.04,RU,2023-02-04 16:09:00
383,lagos,6.5833,3.75,34.18000000000001,62,100,5.01,NG,2023-02-04 16:02:51
384,canora,51.6333,-102.4343,-8.989999999999952,93,100,1.6,CA,2023-02-04 16:09:01
385,ntchisi,-13.5278,33.9149,17.75,94,74,1.27,MW,2023-02-04 16:09:01
386,hasaki,35.7333,140.8333,4.220000000000027,61,0,9.14,JP,2023-02-04 16:06:59
387,alta floresta,-9.8756,-56.0861,21.83000000000004,97,100,2.54,BR,2023-02-04 16:09:02
388,teknaf,20.8624,92.3058,18.090000000000032,60,24,3.73,BD,2023-02-04 16:09:03
389,powell,40.1578,-83.0752,-2.4799999999999613,57,0,4.12,US,2023-02-04 16:09:04
390,vila franca do campo,37.7167,-25.4333,17.230000000000018,77,67,3.09,PT,2023-02-04 16:07:50
391,tianpeng,30.9866,103.9393,14.850000000000025,62,100,1.6,CN,2023-02-04 16:07:35
392,sur,22.5667,59.5289,21.99000000000001,66,11,0.9,OM,2023-02-04 16:05:08
393,klaksvik,62.2266,-6.589,5.510000000000048,72,44,14.17,FO,2023-02-04 16:07:26
394,verkhnyaya toyma,62.2349,44.9985,-16.239999999999952,100,93,0.98,RU,2023-02-04 16:09:07
395,gizo,-8.103,156.8419,27.96000000000004,74,93,2.23,SB,2023-02-04 16:09:16
396,itapaci,-14.9508,-49.5494,29.370000000000005,61,100,0.43,BR,2023-02-04 16:09:18
397,san juan,-31.5375,-68.5364,28.99000000000001,28,26,4.96,AR,2023-02-04 16:09:19
398,broken hill,-31.95,141.4333,18.46000000000004,45,0,4.37,AU,2023-02-04 16:09:22
399,kodiak,57.79,-152.4072,-6.269999999999982,86,0,4.12,US,2023-02-04 16:07:42
400,terney,45.0503,136.6092,-12.359999999999957,80,6,3.49,RU,2023-02-04 16:09:28
401,price,39.5994,-110.8107,-5.409999999999968,68,0,0.0,US,2023-02-04 16:07:24
402,otake,34.2,132.2167,1.6899999999999975,69,20,3.09,JP,2023-02-04 16:09:30
403,amapa,1.0,-52.0,26.160000000000025,84,100,1.65,BR,2023-02-04 16:09:30
404,stornoway,58.2093,-6.3865,5.980000000000018,74,40,9.77,GB,2023-02-04 16:09:31
405,shenjiamen,29.9576,122.298,8.810000000000002,70,100,4.74,CN,2023-02-04 16:09:31
406,dabrowa tarnowska,50.1746,20.9863,-1.419999999999959,81,57,5.46,PL,2023-02-04 16:09:32
407,saint-dizier,48.4167,5.0833,8.78000000000003,93,100,1.72,FR,2023-02-04 16:09:32
408,avera,33.194,-82.5271,5.310000000000002,37,0,4.8,US,2023-02-04 16:07:11
409,comodoro rivadavia,-45.8667,-67.5,21.5,58,60,4.05,AR,2023-02-04 16:07:44
410,sainte-ode,50.0262,5.5254,8.5,93,100,1.17,BE,2023-02-04 16:09:33
411,erenhot,43.6475,111.9767,-6.239999999999952,38,14,4.21,CN,2023-02-04 16:09:33
412,pulandian,39.3953,121.9669,-1.2199999999999704,48,0,1.37,CN,2023-02-04 16:09:34
413,port lincoln,-34.7333,135.8667,15.100000000000025,79,1,2.2,AU,2023-02-04 16:07:31
414,ieud,47.678,24.234,-1.6499999999999773,82,100,3.75,RO,2023-02-04 16:09:34
415,muros,42.7762,-9.0603,17.860000000000014,61,0,3.44,ES,2023-02-04 16:09:35
416,zheleznodorozhnyy,55.7503,38.0042,0.2900000000000204,99,100,1.21,RU,2023-02-04 16:05:00
417,cayenne,4.9333,-52.3333,25.02000000000004,94,75,4.63,GF,2023-02-04 16:07:34
418,sumter,28.7086,-82.0831,20.610000000000014,68,0,6.86,US,2023-02-04 16:09:36
419,lebanon,36.2081,-86.2911,5.5,51,0,3.6,US,2023-02-04 16:09:36
420,baoro,5.6667,15.9667,34.84000000000003,11,75,3.74,CF,2023-02-04 16:09:37
421,lillehammer,61.1146,10.4674,-12.379999999999995,100,100,0.63,NO,2023-02-04 16:09:37
422,kalas,18.1667,74.8,25.0,24,67,2.07,IN,2023-02-04 16:09:38
423,victoria,22.2855,114.1577,18.470000000000027,86,100,4.92,HK,2023-02-04 16:04:17
424,krivyanskaya,47.3963,40.1662,2.740000000000009,87,38,1.81,RU,2023-02-04 16:09:38
425,yangambi,0.8102,24.4336,31.170000000000016,33,92,0.51,CD,2023-02-04 16:09:39
426,zyryanka,65.75,150.85,-26.109999999999985,98,100,2.67,RU,2023-02-04 16:09:39
427,viedma,-40.8135,-62.9967,33.39000000000004,21,0,4.99,AR,2023-02-04 16:08:38
428,berezovo,63.9381,65.0419,-11.409999999999968,98,100,2.52,RU,2023-02-04 16:09:40
429,clarence town,-32.5833,151.7833,18.81,44,0,1.65,AU,2023-02-04 16:09:40
430,alpena,45.0617,-83.4327,-8.819999999999993,63,100,7.72,US,2023-02-04 16:06:15
431,nsanje,-16.92,35.262,32.21000000000004,38,65,0.99,MW,2023-02-04 16:09:41
432,los altos,37.3852,-122.1141,11.090000000000032,94,100,2.06,US,2023-02-04 16:09:41
433,fukuma,33.7667,130.4667,2.3100000000000023,51,4,2.35,JP,2023-02-04 16:09:41
434,okato,-39.2,173.8833,21.21000000000004,95,70,5.81,NZ,2023-02-04 16:09:42
435,tautira,-17.7333,-149.15,26.760000000000048,77,79,6.18,PF,2023-02-04 16:09:31
436,broome,42.2506,-75.833,-12.989999999999952,68,92,3.58,US,2023-02-04 16:06:57
437,port hardy,50.6996,-127.4199,6.240000000000009,90,100,9.41,CA,2023-02-04 16:07:52
438,tome,-36.6167,-72.95,17.340000000000032,78,35,3.54,CL,2023-02-04 16:09:43
439,huilong,31.8111,121.655,4.400000000000034,78,63,3.12,CN,2023-02-04 16:09:44
440,houma,29.5958,-90.7195,12.220000000000027,65,0,3.6,US,2023-02-04 16:04:55
441,asfi,32.2994,-9.2372,15.610000000000014,56,1,3.47,MA,2023-02-04 16:08:38
442,boa vista,2.8197,-60.6733,28.99000000000001,61,75,5.14,BR,2023-02-04 16:09:45
443,ilulissat,69.2167,-51.1,-16.989999999999952,71,100,2.57,GL,2023-02-04 16:05:53
444,suez,29.9737,32.5263,16.760000000000048,45,35,4.5,EG,2023-02-04 16:09:46
445,loncoche,-39.3667,-72.6333,35.75,19,15,1.99,CL,2023-02-04 16:09:46
446,pozo colorado,-23.4923,-58.7972,32.629999999999995,34,96,2.26,PY,2023-02-04 16:09:47
447,lianzhou,24.7811,112.3825,10.689999999999998,87,100,1.49,CN,2023-02-04 16:09:48
448,ust-maya,60.4167,134.5333,-33.67999999999998,100,100,0.64,RU,2023-02-04 16:09:48
449,vanderhoof,54.0166,-124.0198,-4.21999999999997,98,98,1.15,CA,2023-02-04 16:09:48
450,macusani,-14.0833,-70.4333,4.740000000000009,91,100,3.18,PE,2023-02-04 16:09:49
451,mulege,26.8833,-111.9833,18.110000000000014,38,0,1.15,MX,2023-02-04 16:09:49
452,gladstone,-23.85,151.25,25.99000000000001,83,40,0.0,AU,2023-02-04 16:09:50
453,kaili,-3.4626,120.2147,19.58000000000004,93,100,1.22,ID,2023-02-04 16:09:50
454,san andres,12.5847,-81.7006,26.010000000000048,78,75,8.75,CO,2023-02-04 16:09:51
455,outjo,-20.1167,16.15,21.720000000000027,78,100,3.59,,2023-02-04 16:09:51
456,roma,43.2128,-75.4557,-14.949999999999989,62,95,0.45,US,2023-02-04 16:09:51
457,kareli,22.9167,79.0667,18.090000000000032,24,1,0.53,IN,2023-02-04 16:09:52
458,volga,57.9516,38.3879,-6.419999999999959,98,100,0.6,RU,2023-02-04 16:09:52
459,qui nhon,13.7667,109.2333,23.58000000000004,86,100,2.12,VN,2023-02-04 16:09:53
460,oyama,36.3,139.8,7.550000000000011,60,3,1.97,JP,2023-02-04 16:09:53
461,ornskoldsvik,63.2909,18.7153,-17.46999999999997,92,49,2.57,SE,2023-02-04 16:09:53
462,vermilion,40.1667,-87.7506,0.3300000000000409,51,0,9.26,US,2023-02-04 16:09:54
463,mayskiy,47.6931,40.1025,-0.3299999999999841,94,44,1.36,RU,2023-02-04 16:09:54
464,joshimath,30.5667,79.5667,5.020000000000039,58,20,3.84,IN,2023-02-04 16:09:55
465,ban nahin,18.2418,104.2122,22.19,81,38,1.5,LA,2023-02-04 16:09:55
466,wajima,37.4,136.9,3.1000000000000227,84,100,5.77,JP,2023-02-04 16:09:56
467,quelimane,-17.8786,36.8883,26.660000000000025,71,6,4.18,MZ,2023-02-04 16:09:56
468,cascais,38.6979,-9.4215,20.53000000000003,49,0,4.12,PT,2023-02-04 16:09:57
469,olga,43.7444,135.2892,-13.70999999999998,88,5,2.38,RU,2023-02-04 16:09:57
470,bonthe,7.5264,-12.505,30.680000000000007,59,7,6.66,SL,2023-02-04 16:09:58
471,noumea,-22.2763,166.4572,24.99000000000001,84,70,4.23,NC,2023-02-04 16:09:58
472,west bay,19.3667,-81.4167,28.370000000000005,73,40,4.63,KY,2023-02-04 16:09:59
473,superior,46.7208,-92.1041,-9.739999999999952,67,0,4.63,US,2023-02-04 16:09:59
474,batagay,67.6333,134.6333,-42.079999999999984,100,99,0.33,RU,2023-02-04 16:10:00
475,nelson bay,-32.7167,152.15,18.890000000000043,62,0,1.34,AU,2023-02-04 16:10:00
476,raga,8.4596,25.678,29.55000000000001,13,75,2.09,SS,2023-02-04 16:10:01
477,alfredo chaves,-20.635,-40.7497,33.39000000000004,54,8,2.17,BR,2023-02-04 16:10:01
478,tonantins,-2.8731,-67.8022,25.27000000000004,91,100,0.61,BR,2023-02-04 16:10:07
479,eskil,38.4017,33.4131,-0.3199999999999932,68,100,2.11,TR,2023-02-04 16:10:09
480,kerouane,9.2667,-9.0167,35.670000000000016,8,6,2.43,GN,2023-02-04 16:10:12
481,blagodatnoye,45.3997,42.5867,2.510000000000048,64,100,0.94,RU,2023-02-04 16:10:18
482,payo,-3.7508,103.6372,22.56,98,100,1.22,ID,2023-02-04 16:10:19
483,pochutla,15.7432,-96.4661,28.900000000000038,38,1,2.44,MX,2023-02-04 16:07:30
484,liverpool,53.4106,-2.9779,10.439999999999998,85,75,2.57,GB,2023-02-04 16:09:08
485,riyadh,24.6877,46.7219,17.08000000000004,40,0,4.76,SA,2023-02-04 16:09:24
486,sundarnagar,31.5333,76.8833,12.890000000000043,62,0,1.91,IN,2023-02-04 16:10:24
487,vallenar,-28.5708,-70.7581,27.410000000000025,42,35,3.71,CL,2023-02-04 16:10:25
488,hibbing,47.4272,-92.9377,-13.66999999999996,43,0,2.57,US,2023-02-04 16:10:27
489,constitucion,-35.3333,-72.4167,20.660000000000025,72,56,5.11,CL,2023-02-04 16:09:54
490,mehriz,31.5917,54.4318,7.28000000000003,49,8,0.29,IR,2023-02-04 16:10:28
491,salalah,17.0151,54.0924,24.05000000000001,73,75,2.06,OM,2023-02-04 16:07:25
492,dunedin,-45.8742,170.5036,18.78000000000003,95,87,1.34,NZ,2023-02-04 16:08:44
493,chegdomyn,51.1167,133.0167,-31.289999999999964,100,63,0.86,RU,2023-02-04 16:10:29
494,calvinia,-31.4707,19.776,29.150000000000038,17,46,7.49,ZA,2023-02-04 16:10:06
495,north bend,43.4065,-124.2243,11.710000000000036,90,0,3.6,US,2023-02-04 16:10:30
496,bulungu,-4.55,18.6,22.06,88,100,3.38,CD,2023-02-04 16:10:31
497,bembereke,10.2283,2.6634,36.73000000000002,9,95,3.33,BJ,2023-02-04 16:10:31
498,tigil,57.8,158.6667,-28.05999999999997,100,52,1.43,RU,2023-02-04 16:10:32
499,shunyi,40.125,116.6453,-5.029999999999973,54,0,2.0,CN,2023-02-04 16:10:32
500,mackenzie,55.2999,-123.1698,0.1200000000000045,86,100,6.17,CA,2023-02-04 16:10:33
501,limon,10.0,-83.0333,25.03000000000003,88,75,2.06,CR,2023-02-04 16:10:33
502,miles city,46.4083,-105.8406,3.5400000000000205,56,0,6.69,US,2023-02-04 16:10:33
503,angoche,-16.2325,39.9086,27.400000000000038,78,11,2.88,MZ,2023-02-04 16:10:34
504,gravdal,68.1214,13.5031,2.930000000000007,59,100,10.79,NO,2023-02-04 16:10:34
505,atambua,-9.1061,124.8925,22.96000000000004,90,100,1.03,ID,2023-02-04 16:10:35
506,kuryk,43.2,51.65,2.2200000000000277,75,3,3.09,KZ,2023-02-04 16:10:35
507,grand-santi,4.25,-54.3833,27.49000000000001,78,90,2.39,GF,2023-02-04 16:10:36
508,nhulunbuy,-12.2333,136.7667,25.340000000000032,83,75,1.54,AU,2023-02-04 16:10:36
509,tiarei,-17.5333,-149.3333,25.010000000000048,76,56,6.8,PF,2023-02-04 16:09:14
510,ancud,-41.8697,-73.8203,20.920000000000016,63,30,2.14,CL,2023-02-04 16:09:51
511,cochrane,51.1834,-114.4687,-1.0,82,100,3.48,CA,2023-02-04 16:10:37
512,bilma,18.6853,12.9164,29.83000000000004,10,76,2.53,NE,2023-02-04 16:07:58
513,sinnamary,5.3833,-52.95,26.07000000000005,86,52,6.03,GF,2023-02-04 16:07:08
514,juneau,58.3019,-134.4197,0.6800000000000068,97,100,0.0,US,2023-02-04 16:10:38
515,biltine,14.5333,20.9167,31.24000000000001,8,100,3.75,TD,2023-02-04 16:10:38
516,elban,50.1018,136.5094,-26.649999999999977,99,95,0.62,RU,2023-02-04 16:10:39
517,santiago,-33.4569,-70.6483,31.27000000000004,38,0,3.09,CL,2023-02-04 16:05:35
518,salmas,38.1973,44.7653,-3.759999999999991,73,97,0.63,IR,2023-02-04 16:10:39
519,belle fourche,44.6714,-103.8522,8.920000000000016,34,24,4.72,US,2023-02-04 16:10:40
520,ukiah,39.1502,-123.2078,10.010000000000048,92,100,0.0,US,2023-02-04 16:09:01
521,ust-barguzin,53.45,108.9833,-18.71999999999997,97,86,0.83,RU,2023-02-04 16:10:40
522,japura,-0.3167,102.35,23.629999999999995,97,100,1.2,ID,2023-02-04 16:10:40
523,waitati,-45.75,170.5667,18.78000000000003,95,93,2.53,NZ,2023-02-04 16:09:36
524,rio gallegos,-51.6226,-69.2181,16.03000000000003,51,0,4.63,AR,2023-02-04 16:10:41
525,zhelyabovka,45.3988,34.7578,2.840000000000032,75,98,4.18,UA,2023-02-04 16:10:42
526,sohag,26.557,31.6948,15.860000000000014,33,47,3.31,EG,2023-02-04 16:10:42
527,vestmannaeyjar,63.4427,-20.2734,0.5500000000000114,100,75,11.32,IS,2023-02-04 16:07:57
528,shujalpur,23.4,76.7167,18.28000000000003,27,0,1.18,IN,2023-02-04 16:10:43
529,pisco,-13.7,-76.2167,22.79000000000002,88,75,4.63,PE,2023-02-04 16:07:44
530,gasa,31.5,34.4667,12.710000000000036,69,45,4.68,PS,2023-02-04 16:06:28
531,sergeyevka,53.88,67.4158,-19.84999999999997,100,60,2.36,KZ,2023-02-04 16:10:44
532,sakhon nakhon,17.1612,104.1472,23.29000000000002,82,64,1.14,TH,2023-02-04 16:10:44
533,carinhanha,-14.3047,-43.765,32.410000000000025,44,2,1.18,BR,2023-02-04 16:10:45
534,sangmelima,2.9333,11.9833,34.84000000000003,20,83,0.54,CM,2023-02-04 16:10:45
535,terrace,54.5163,-128.6035,1.9500000000000453,93,100,1.54,CA,2023-02-04 16:06:01
536,niono,14.2526,-5.993,32.84000000000003,9,88,4.01,ML,2023-02-04 16:10:46
537,celestun,20.8667,-90.4,24.83000000000004,69,35,6.03,MX,2023-02-04 16:10:46
538,luderitz,-26.6481,15.1594,21.25,67,27,10.22,,2023-02-04 16:07:49
539,dinguiraye,11.3,-10.7167,35.33000000000004,9,12,1.9,GN,2023-02-04 16:10:47
540,townsville,-19.25,146.8,26.49000000000001,94,75,3.6,AU,2023-02-04 16:10:47
541,tongren,27.7172,109.1853,5.78000000000003,81,100,1.14,CN,2023-02-04 16:06:58
542,mahon,39.8885,4.2658,16.310000000000002,48,0,5.66,ES,2023-02-04 16:10:48
543,beira,-19.8436,34.8389,28.360000000000014,70,34,5.17,MZ,2023-02-04 16:10:49
544,salihorsk,52.7876,27.5415,-6.67999999999995,91,80,4.39,BY,2023-02-04 16:10:49
545,beringovskiy,63.05,179.3167,-29.629999999999967,94,37,5.9,RU,2023-02-04 16:07:51
546,santa cruz de tenerife,28.4682,-16.2546,19.600000000000023,69,40,5.14,ES,2023-02-04 16:10:50
547,atar,20.5169,-13.0499,24.980000000000015,8,96,5.15,MR,2023-02-04 16:07:15
548,turan,16.0678,108.2208,23.99000000000001,88,75,2.57,VN,2023-02-04 16:10:14
549,homer,59.6425,-151.5483,-3.069999999999993,86,75,0.0,US,2023-02-04 16:05:18
550,havelock,34.8791,-76.9013,3.32000000000005,40,0,6.17,US,2023-02-04 16:06:09
551,souillac,-20.5167,57.5167,26.04000000000002,81,58,5.16,MU,2023-02-04 16:07:52
552,smithers,54.7804,-127.1743,-1.6200000000000043,99,100,0.84,CA,2023-02-04 16:10:00
553,coahuayana,18.7333,-103.6833,29.04000000000002,29,0,0.37,MX,2023-02-04 16:10:52
554,yeppoon,-23.1333,150.7333,26.879999999999995,78,85,3.74,AU,2023-02-04 16:10:52
555,spasskoye,44.6108,132.7969,-18.20999999999998,95,31,2.66,RU,2023-02-04 16:10:53
556,puno,-15.8333,-70.0333,9.010000000000048,73,100,2.7,PE,2023-02-04 16:10:53
557,terenos,-20.4422,-54.8603,25.840000000000032,78,75,3.6,BR,2023-02-04 16:10:54
